second|count
0|52500
1|52527
2|52555
3|52582
4|52610
5|52638
6|52665
7|52693
8|52721
9|52748
10|52776
11|52803
12|52831
13|52859
14|52886
15|52914
16|52942
17|52969
18|52997
19|53025
20|53052
21|53080
22|53107
23|53135
24|53163
25|53190
26|53218
27|53246
28|53273
29|53301
30|53328
31|53356
32|53384
33|53411
34|53439
35|53467
36|53494
37|53522
38|53550
39|53577
40|53605
41|53632
42|53660
43|53688
44|53715
45|53743
46|53771
47|53798
48|53826
49|53853
50|53881
51|53909
52|53936
53|53964
54|53992
55|54019
56|54047
57|54074
58|54102
59|54130
60|54157
61|54185
62|54212
63|54240
64|54268
65|54295
66|54323
67|54351
68|54378
69|54406
70|54433
71|54461
72|54489
73|54516
74|54544
75|54571
76|54599
77|54627
78|54654
79|54682
80|54709
81|54737
82|54765
83|54792
84|54820
85|54847
86|54875
87|54903
88|54930
89|54958
90|54985
91|55013
92|55041
93|55068
94|55096
95|55123
96|55151
97|55179
98|55206
99|55234
100|55261
101|55289
102|55317
103|55344
104|55372
105|55399
106|55427
107|55454
108|55482
109|55510
110|55537
111|55565
112|55592
113|55620
114|55648
115|55675
116|55703
117|55730
118|55758
119|55785
120|55813
121|55840
122|55868
123|55896
124|55923
125|55951
126|55978
127|56006
128|56033
129|56061
130|56089
131|56116
132|56144
133|56171
134|56199
135|56226
136|56254
137|56281
138|56309
139|56336
140|56364
141|56392
142|56419
143|56447
144|56474
145|56502
146|56529
147|56557
148|56584
149|56612
150|56639
151|56667
152|56694
153|56722
154|56750
155|56777
156|56805
157|56832
158|56860
159|56887
160|56915
161|56942
162|56970
163|56997
164|57025
165|57052
166|57080
167|57107
168|57135
169|57162
170|57190
171|57217
172|57245
173|57272
174|57300
175|57327
176|57355
177|57382
178|57410
179|57437
180|57465
181|57492
182|57520
183|57547
184|57575
185|57602
186|57629
187|57657
188|57684
189|57712
190|57739
191|57767
192|57794
193|57822
194|57849
195|57877
196|57904
197|57932
198|57959
199|57986
200|58014
201|58041
202|58069
203|58096
204|58124
205|58151
206|58179
207|58206
208|58233
209|58261
210|58288
211|58316
212|58343
213|58371
214|58398
215|58425
216|58453
217|58480
218|58508
219|58535
220|58562
221|58590
222|58617
223|58645
224|58672
225|58699
226|58727
227|58754
228|58782
229|58809
230|58836
231|58864
232|58891
233|58919
234|58946
235|58973
236|59001
237|59028
238|59055
239|59083
240|59110
241|59138
242|59165
243|59192
244|59220
245|59247
246|59274
247|59302
248|59329
249|59356
250|59384
251|59411
252|59438
253|59466
254|59493
255|59520
256|59548
257|59575
258|59602
259|59630
260|59657
261|59684
262|59712
263|59739
264|59766
265|59794
266|59821
267|59848
268|59876
269|59903
270|59930
271|59957
272|59985
273|60012
274|60039
275|60067
276|60094
277|60121
278|60148
279|60176
280|60203
281|60230
282|60257
283|60285
284|60312
285|60339
286|60367
287|60394
288|60421
289|60448
290|60476
291|60503
292|60530
293|60557
294|60584
295|60612
296|60639
297|60666
298|60693
299|60721
300|60748
301|60775
302|60802
303|60829
304|60857
305|60884
306|60911
307|60938
308|60965
309|60993
310|61020
311|61047
312|61074
313|61101
314|61129
315|61156
316|61183
317|61210
318|61237
319|61264
320|61292
321|61319
322|61346
323|61373
324|61400
325|61427
326|61454
327|61482
328|61509
329|61536
330|61563
331|61590
332|61617
333|61644
334|61671
335|61699
336|61726
337|61753
338|61780
339|61807
340|61834
341|61861
342|61888
343|61915
344|61942
345|61969
346|61997
347|62024
348|62051
349|62078
350|62105
351|62132
352|62159
353|62186
354|62213
355|62240
356|62267
357|62294
358|62321
359|62348
360|62375
361|62402
362|62429
363|62456
364|62483
365|62510
366|62537
367|62564
368|62591
369|62618
370|62645
371|62672
372|62699
373|62726
374|62753
375|62780
376|62807
377|62834
378|62861
379|62888
380|62915
381|62942
382|62969
383|62996
384|63023
385|63050
386|63077
387|63104
388|63131
389|63158
390|63185
391|63212
392|63239
393|63265
394|63292
395|63319
396|63346
397|63373
398|63400
399|63427
400|63454
401|63481
402|63508
403|63534
404|63561
405|63588
406|63615
407|63642
408|63669
409|63696
410|63722
411|63749
412|63776
413|63803
414|63830
415|63857
416|63884
417|63910
418|63937
419|63964
420|63991
421|64018
422|64044
423|64071
424|64098
425|64125
426|64152
427|64178
428|64205
429|64232
430|64259
431|64286
432|64312
433|64339
434|64366
435|64393
436|64419
437|64446
438|64473
439|64500
440|64526
441|64553
442|64580
443|64606
444|64633
445|64660
446|64687
447|64713
448|64740
449|64767
450|64793
451|64820
452|64847
453|64873
454|64900
455|64927
456|64953
457|64980
458|65007
459|65033
460|65060
461|65087
462|65113
463|65140
464|65167
465|65193
466|65220
467|65247
468|65273
469|65300
470|65326
471|65353
472|65380
473|65406
474|65433
475|65459
476|65486
477|65513
478|65539
479|65566
480|65592
481|65619
482|65645
483|65672
484|65698
485|65725
486|65752
487|65778
488|65805
489|65831
490|65858
491|65884
492|65911
493|65937
494|65964
495|65990
496|66017
497|66043
498|66070
499|66096
500|66123
501|66149
502|66176
503|66202
504|66229
505|66255
506|66281
507|66308
508|66334
509|66361
510|66387
511|66414
512|66440
513|66466
514|66493
515|66519
516|66546
517|66572
518|66598
519|66625
520|66651
521|66678
522|66704
523|66730
524|66757
525|66783
526|66809
527|66836
528|66862
529|66888
530|66915
531|66941
532|66967
533|66994
534|67020
535|67046
536|67073
537|67099
538|67125
539|67152
540|67178
541|67204
542|67230
543|67257
544|67283
545|67309
546|67335
547|67362
548|67388
549|67414
550|67440
551|67467
552|67493
553|67519
554|67545
555|67571
556|67598
557|67624
558|67650
559|67676
560|67702
561|67729
562|67755
563|67781
564|67807
565|67833
566|67859
567|67886
568|67912
569|67938
570|67964
571|67990
572|68016
573|68042
574|68068
575|68095
576|68121
577|68147
578|68173
579|68199
580|68225
581|68251
582|68277
583|68303
584|68329
585|68355
586|68381
587|68407
588|68433
589|68459
590|68486
591|68512
592|68538
593|68564
594|68590
595|68616
596|68642
597|68668
598|68694
599|68719
600|68745
601|68771
602|68797
603|68823
604|68849
605|68875
606|68901
607|68927
608|68953
609|68979
610|69005
611|69031
612|69057
613|69083
614|69108
615|69134
616|69160
617|69186
618|69212
619|69238
620|69264
621|69290
622|69315
623|69341
624|69367
625|69393
626|69419
627|69445
628|69470
629|69496
630|69522
631|69548
632|69574
633|69599
634|69625
635|69651
636|69677
637|69702
638|69728
639|69754
640|69780
641|69805
642|69831
643|69857
644|69883
645|69908
646|69934
647|69960
648|69985
649|70011
650|70037
651|70062
652|70088
653|70114
654|70139
655|70165
656|70191
657|70216
658|70242
659|70268
660|70293
661|70319
662|70345
663|70370
664|70396
665|70421
666|70447
667|70473
668|70498
669|70524
670|70549
671|70575
672|70600
673|70626
674|70651
675|70677
676|70702
677|70728
678|70754
679|70779
680|70805
681|70830
682|70856
683|70881
684|70906
685|70932
686|70957
687|70983
688|71008
689|71034
690|71059
691|71085
692|71110
693|71136
694|71161
695|71186
696|71212
697|71237
698|71263
699|71288
700|71313
701|71339
702|71364
703|71389
704|71415
705|71440
706|71465
707|71491
708|71516
709|71541
710|71567
711|71592
712|71617
713|71643
714|71668
715|71693
716|71718
717|71744
718|71769
719|71794
720|71819
721|71845
722|71870
723|71895
724|71920
725|71946
726|71971
727|71996
728|72021
729|72046
730|72072
731|72097
732|72122
733|72147
734|72172
735|72197
736|72223
737|72248
738|72273
739|72298
740|72323
741|72348
742|72373
743|72398
744|72423
745|72449
746|72474
747|72499
748|72524
749|72549
750|72574
751|72599
752|72624
753|72649
754|72674
755|72699
756|72724
757|72749
758|72774
759|72799
760|72824
761|72849
762|72874
763|72899
764|72924
765|72949
766|72974
767|72999
768|73024
769|73048
770|73073
771|73098
772|73123
773|73148
774|73173
775|73198
776|73223
777|73248
778|73272
779|73297
780|73322
781|73347
782|73372
783|73397
784|73421
785|73446
786|73471
787|73496
788|73521
789|73545
790|73570
791|73595
792|73620
793|73644
794|73669
795|73694
796|73719
797|73743
798|73768
799|73793
800|73817
801|73842
802|73867
803|73892
804|73916
805|73941
806|73966
807|73990
808|74015
809|74039
810|74064
811|74089
812|74113
813|74138
814|74162
815|74187
816|74212
817|74236
818|74261
819|74285
820|74310
821|74334
822|74359
823|74384
824|74408
825|74433
826|74457
827|74482
828|74506
829|74531
830|74555
831|74579
832|74604
