second|count
0|42500
1|42521
2|42543
3|42565
4|42587
5|42609
6|42630
7|42652
8|42674
9|42696
10|42718
11|42739
12|42761
13|42783
14|42805
15|42827
16|42849
17|42870
18|42892
19|42914
20|42936
21|42958
22|42979
23|43001
24|43023
25|43045
26|43067
27|43089
28|43110
29|43132
30|43154
31|43176
32|43198
33|43219
34|43241
35|43263
36|43285
37|43307
38|43328
39|43350
40|43372
41|43394
42|43416
43|43438
44|43459
45|43481
46|43503
47|43525
48|43547
49|43568
50|43590
51|43612
52|43634
53|43656
54|43677
55|43699
56|43721
57|43743
58|43765
59|43786
60|43808
61|43830
62|43852
63|43874
64|43895
65|43917
66|43939
67|43961
68|43983
69|44004
70|44026
71|44048
72|44070
73|44092
74|44113
75|44135
76|44157
77|44179
78|44201
79|44222
80|44244
81|44266
82|44288
83|44310
84|44331
85|44353
86|44375
87|44397
88|44419
89|44440
90|44462
91|44484
92|44506
93|44527
94|44549
95|44571
96|44593
97|44615
98|44636
99|44658
100|44680
101|44702
102|44723
103|44745
104|44767
105|44789
106|44811
107|44832
108|44854
109|44876
110|44898
111|44919
112|44941
113|44963
114|44985
115|45007
116|45028
117|45050
118|45072
119|45094
120|45115
121|45137
122|45159
123|45181
124|45202
125|45224
126|45246
127|45268
128|45289
129|45311
130|45333
131|45355
132|45376
133|45398
134|45420
135|45442
136|45463
137|45485
138|45507
139|45529
140|45550
141|45572
142|45594
143|45616
144|45637
145|45659
146|45681
147|45703
148|45724
149|45746
150|45768
151|45790
152|45811
153|45833
154|45855
155|45876
156|45898
157|45920
158|45942
159|45963
160|45985
161|46007
162|46029
163|46050
164|46072
165|46094
166|46115
167|46137
168|46159
169|46181
170|46202
171|46224
172|46246
173|46267
174|46289
175|46311
176|46333
177|46354
178|46376
179|46398
180|46419
181|46441
182|46463
183|46484
184|46506
185|46528
186|46549
187|46571
188|46593
189|46615
190|46636
191|46658
192|46680
193|46701
194|46723
195|46745
196|46766
197|46788
198|46810
199|46831
200|46853
201|46875
202|46896
203|46918
204|46940
205|46961
206|46983
207|47005
208|47026
209|47048
210|47070
211|47091
212|47113
213|47135
214|47156
215|47178
216|47199
217|47221
218|47243
219|47264
220|47286
221|47308
222|47329
223|47351
224|47373
225|47394
226|47416
227|47437
228|47459
229|47481
230|47502
231|47524
232|47546
233|47567
234|47589
235|47610
236|47632
237|47654
238|47675
239|47697
240|47718
241|47740
242|47762
243|47783
244|47805
245|47826
246|47848
247|47870
248|47891
249|47913
250|47934
251|47956
252|47978
253|47999
254|48021
255|48042
256|48064
257|48086
258|48107
259|48129
260|48150
261|48172
262|48193
263|48215
264|48236
265|48258
266|48280
267|48301
268|48323
269|48344
270|48366
271|48387
272|48409
273|48430
274|48452
275|48474
276|48495
277|48517
278|48538
279|48560
280|48581
281|48603
282|48624
283|48646
284|48667
285|48689
286|48710
287|48732
288|48753
289|48775
290|48796
291|48818
292|48839
293|48861
294|48882
295|48904
296|48925
297|48947
298|48968
299|48990
300|49011
301|49033
302|49054
303|49076
304|49097
305|49119
306|49140
307|49162
308|49183
309|49205
310|49226
311|49248
312|49269
313|49290
314|49312
315|49333
316|49355
317|49376
318|49398
319|49419
320|49441
321|49462
322|49483
323|49505
324|49526
325|49548
326|49569
327|49591
328|49612
329|49633
330|49655
331|49676
332|49698
333|49719
334|49740
335|49762
336|49783
337|49805
338|49826
339|49847
340|49869
341|49890
342|49912
343|49933
344|49954
345|49976
346|49997
347|50019
348|50040
349|50061
350|50083
351|50104
352|50125
353|50147
354|50168
355|50189
356|50211
357|50232
358|50254
359|50275
360|50296
361|50318
362|50339
363|50360
364|50382
365|50403
366|50424
367|50446
368|50467
369|50488
370|50509
371|50531
372|50552
373|50573
374|50595
375|50616
376|50637
377|50659
378|50680
379|50701
380|50722
381|50744
382|50765
383|50786
384|50808
