second|count
0|87500
1|87547
2|87595
3|87643
4|87691
5|87739
6|87787
7|87835
8|87883
9|87931
10|87979
11|88027
12|88075
13|88123
14|88171
15|88219
16|88267
17|88315
18|88363
19|88411
20|88459
21|88507
22|88555
23|88603
24|88651
25|88699
26|88747
27|88795
28|88843
29|88891
30|88939
31|88987
32|89035
33|89083
34|89131
35|89179
36|89227
37|89275
38|89323
39|89371
40|89419
41|89467
42|89515
43|89563
44|89611
45|89659
46|89707
47|89755
48|89803
49|89851
50|89899
51|89947
52|89995
53|90043
54|90091
55|90139
56|90187
57|90235
58|90283
59|90331
60|90379
61|90427
62|90475
63|90523
64|90571
65|90619
66|90666
67|90714
68|90762
69|90810
70|90858
71|90906
72|90954
73|91002
74|91050
75|91098
76|91146
77|91194
78|91242
79|91290
80|91338
81|91386
82|91434
83|91482
84|91530
85|91578
86|91625
87|91673
88|91721
89|91769
90|91817
91|91865
92|91913
93|91961
94|92009
95|92057
96|92105
97|92153
98|92201
99|92249
100|92296
101|92344
102|92392
103|92440
104|92488
105|92536
106|92584
107|92632
108|92680
109|92728
110|92776
111|92823
112|92871
113|92919
114|92967
115|93015
116|93063
117|93111
118|93159
119|93207
120|93254
121|93302
122|93350
123|93398
124|93446
125|93494
126|93542
127|93590
128|93637
129|93685
130|93733
131|93781
132|93829
133|93877
134|93925
135|93972
136|94020
137|94068
138|94116
139|94164
140|94212
141|94259
142|94307
143|94355
144|94403
145|94451
146|94499
147|94546
148|94594
149|94642
150|94690
151|94738
152|94785
153|94833
154|94881
155|94929
156|94977
157|95024
158|95072
159|95120
160|95168
161|95216
162|95263
163|95311
164|95359
165|95407
166|95455
167|95502
168|95550
169|95598
170|95646
171|95693
172|95741
173|95789
174|95837
175|95884
176|95932
177|95980
178|96028
179|96075
180|96123
181|96171
182|96219
183|96266
184|96314
185|96362
186|96409
187|96457
188|96505
189|96553
190|96600
191|96648
192|96696
193|96743
194|96791
195|96839
196|96886
197|96934
198|96982
199|97029
200|97077
201|97125
202|97173
203|97220
204|97268
205|97315
206|97363
207|97411
208|97458
209|97506
210|97554
211|97601
212|97649
213|97697
214|97744
215|97792
216|97839
217|97887
218|97935
219|97982
220|98030
221|98078
222|98125
223|98173
224|98220
225|98268
226|98315
227|98363
228|98411
229|98458
230|98506
231|98553
232|98601
233|98648
234|98696
235|98744
236|98791
237|98839
238|98886
239|98934
240|98981
241|99029
242|99076
243|99124
244|99171
245|99219
246|99266
247|99314
248|99361
249|99409
250|99456
251|99504
252|99551
253|99599
254|99646
255|99694
256|99741
257|99789
258|99836
259|99884
260|99931
261|99979
262|100026
263|100073
264|100121
265|100168
266|100216
267|100263
268|100311
269|100358
270|100405
271|100453
272|100500
273|100548
274|100595
275|100642
276|100690
277|100737
278|100784
279|100832
280|100879
281|100927
282|100974
283|101021
284|101069
285|101116
286|101163
287|101211
288|101258
289|101305
290|101353
291|101400
292|101447
293|101494
294|101542
295|101589
296|101636
297|101684
298|101731
299|101778
300|101825
301|101873
302|101920
303|101967
304|102015
305|102062
306|102109
307|102156
308|102203
309|102251
310|102298
311|102345
312|102392
313|102440
314|102487
315|102534
316|102581
317|102628
318|102675
319|102723
320|102770
321|102817
322|102864
323|102911
324|102958
325|103006
326|103053
327|103100
328|103147
329|103194
330|103241
331|103288
332|103335
333|103383
334|103430
335|103477
336|103524
337|103571
338|103618
339|103665
340|103712
341|103759
342|103806
343|103853
344|103900
345|103947
346|103994
347|104041
348|104088
349|104135
350|104182
351|104229
352|104276
353|104323
354|104370
355|104417
356|104464
357|104511
358|104558
359|104605
360|104652
361|104699
362|104746
363|104793
364|104840
365|104887
366|104934
367|104981
368|105028
369|105075
370|105121
371|105168
372|105215
373|105262
374|105309
375|105356
376|105403
377|105449
378|105496
379|105543
380|105590
381|105637
382|105684
383|105730
384|105777
385|105824
386|105871
387|105918
388|105964
389|106011
390|106058
391|106105
392|106151
393|106198
394|106245
395|106292
396|106338
397|106385
398|106432
399|106479
400|106525
401|106572
402|106619
403|106665
404|106712
405|106759
406|106805
407|106852
408|106899
409|106945
410|106992
411|107039
412|107085
413|107132
414|107179
415|107225
416|107272
417|107318
418|107365
419|107411
420|107458
421|107505
422|107551
423|107598
424|107644
425|107691
426|107737
427|107784
428|107830
429|107877
430|107923
431|107970
432|108016
433|108063
434|108109
435|108156
436|108202
437|108249
438|108295
439|108342
440|108388
441|108435
442|108481
443|108527
444|108574
445|108620
446|108667
447|108713
448|108759
449|108806
450|108852
451|108898
452|108945
453|108991
454|109037
455|109084
456|109130
457|109176
458|109223
459|109269
460|109315
461|109362
462|109408
463|109454
464|109500
465|109547
466|109593
467|109639
468|109685
469|109732
470|109778
471|109824
472|109870
473|109916
474|109963
475|110009
476|110055
477|110101
478|110147
479|110193
480|110240
481|110286
482|110332
483|110378
484|110424
485|110470
486|110516
487|110562
488|110608
489|110655
490|110701
491|110747
492|110793
493|110839
494|110885
495|110931
496|110977
497|111023
498|111069
499|111115
500|111161
501|111207
502|111253
503|111299
504|111345
505|111391
506|111437
507|111482
508|111528
509|111574
510|111620
511|111666
512|111712
513|111758
514|111804
515|111850
516|111895
517|111941
518|111987
519|112033
520|112079
521|112125
522|112170
523|112216
524|112262
525|112308
526|112353
527|112399
528|112445
529|112491
530|112536
531|112582
532|112628
533|112674
534|112719
535|112765
536|112811
537|112856
538|112902
539|112948
540|112993
541|113039
542|113085
543|113130
544|113176
545|113222
546|113267
547|113313
548|113358
549|113404
550|113449
551|113495
552|113541
553|113586
554|113632
555|113677
556|113723
557|113768
558|113814
559|113859
560|113905
561|113950
562|113996
563|114041
564|114086
565|114132
566|114177
567|114223
568|114268
569|114313
570|114359
571|114404
572|114450
573|114495
574|114540
575|114586
576|114631
577|114676
578|114722
579|114767
580|114812
581|114858
582|114903
583|114948
584|114993
585|115039
586|115084
587|115129
588|115174
589|115219
590|115265
591|115310
592|115355
593|115400
594|115445
595|115491
596|115536
597|115581
598|115626
599|115671
600|115716
601|115761
602|115806
603|115851
604|115896
605|115942
606|115987
607|116032
608|116077
609|116122
610|116167
611|116212
612|116257
613|116302
614|116347
615|116392
616|116437
617|116482
618|116526
619|116571
620|116616
621|116661
622|116706
623|116751
624|116796
625|116841
626|116886
627|116930
628|116975
629|117020
630|117065
631|117110
632|117154
633|117199
634|117244
635|117289
636|117334
637|117378
638|117423
639|117468
640|117512
641|117557
642|117602
643|117647
644|117691
645|117736
646|117781
647|117825
648|117870
649|117914
650|117959
651|118004
652|118048
653|118093
654|118137
655|118182
656|118226
657|118271
658|118316
659|118360
660|118405
661|118449
662|118494
663|118538
664|118582
665|118627
666|118671
667|118716
668|118760
669|118805
670|118849
671|118893
672|118938
673|118982
674|119027
675|119071
676|119115
677|119160
678|119204
679|119248
680|119292
681|119337
682|119381
683|119425
684|119470
685|119514
686|119558
687|119602
688|119646
689|119691
690|119735
691|119779
692|119823
693|119867
694|119911
695|119956
696|120000
697|120044
698|120088
699|120132
700|120176
701|120220
702|120264
703|120308
704|120352
705|120396
706|120440
707|120484
708|120528
709|120572
710|120616
711|120660
712|120704
713|120748
714|120792
715|120836
716|120880
717|120924
718|120968
719|121011
720|121055
721|121099
722|121143
723|121187
724|121231
725|121274
726|121318
727|121362
728|121406
729|121449
730|121493
731|121537
732|121581
733|121624
734|121668
735|121712
736|121755
737|121799
738|121843
739|121886
740|121930
741|121974
742|122017
743|122061
744|122104
745|122148
746|122191
747|122235
748|122278
749|122322
750|122366
751|122409
752|122452
753|122496
754|122539
755|122583
756|122626
757|122670
758|122713
759|122757
760|122800
761|122843
762|122887
763|122930
764|122973
765|123017
766|123060
767|123103
768|123147
769|123190
770|123233
771|123276
772|123320
773|123363
774|123406
775|123449
776|123492
777|123536
778|123579
779|123622
780|123665
781|123708
782|123751
783|123794
784|123838
785|123881
786|123924
787|123967
788|124010
789|124053
790|124096
791|124139
792|124182
793|124225
794|124268
795|124311
796|124354
797|124397
798|124440
799|124483
800|124525
801|124568
802|124611
803|124654
804|124697
805|124740
806|124783
807|124825
808|124868
809|124911
810|124954
811|124996
812|125039
813|125082
814|125125
815|125167
816|125210
817|125253
818|125295
819|125338
820|125381
821|125423
822|125466
823|125509
824|125551
825|125594
826|125636
827|125679
828|125721
829|125764
830|125806
831|125849
832|125891
833|125934
834|125976
835|126019
836|126061
837|126104
838|126146
839|126189
840|126231
841|126273
842|126316
843|126358
844|126400
845|126443
846|126485
847|126527
848|126570
849|126612
850|126654
851|126696
852|126738
853|126781
854|126823
855|126865
856|126907
857|126949
858|126992
859|127034
860|127076
861|127118
862|127160
863|127202
864|127244
865|127286
866|127328
867|127370
868|127412
869|127454
870|127496
871|127538
872|127580
873|127622
874|127664
875|127706
876|127748
877|127790
878|127832
879|127874
880|127915
881|127957
882|127999
883|128041
884|128083
885|128124
886|128166
887|128208
888|128250
889|128291
890|128333
891|128375
892|128417
893|128458
894|128500
895|128541
896|128583
897|128625
898|128666
899|128708
900|128750
901|128791
902|128833
903|128874
904|128916
905|128957
906|128999
907|129040
908|129082
909|129123
910|129164
911|129206
912|129247
913|129289
914|129330
915|129371
916|129413
917|129454
918|129495
919|129537
920|129578
921|129619
922|129661
923|129702
924|129743
925|129784
926|129825
927|129867
928|129908
929|129949
930|129990
931|130031
932|130072
933|130113
934|130155
935|130196
936|130237
937|130278
938|130319
939|130360
940|130401
941|130442
942|130483
943|130524
944|130565
945|130606
946|130647
947|130687
948|130728
949|130769
950|130810
951|130851
952|130892
953|130933
954|130973
955|131014
956|131055
957|131096
958|131136
959|131177
960|131218
961|131259
962|131299
963|131340
964|131381
965|131421
966|131462
967|131502
968|131543
969|131584
970|131624
971|131665
972|131705
973|131746
974|131786
975|131827
976|131867
977|131908
978|131948
979|131989
980|132029
981|132069
982|132110
983|132150
984|132190
985|132231
986|132271
987|132311
988|132352
989|132392
990|132432
991|132472
992|132513
993|132553
994|132593
995|132633
996|132673
997|132714
998|132754
999|132794
1000|132834
1001|132874
1002|132914
1003|132954
1004|132994
1005|133034
1006|133074
1007|133114
1008|133154
1009|133194
1010|133234
1011|133274
1012|133314
1013|133354
1014|133394
1015|133434
1016|133474
1017|133513
1018|133553
1019|133593
1020|133633
1021|133673
1022|133712
1023|133752
1024|133792
1025|133832
1026|133871
1027|133911
1028|133951
1029|133990
1030|134030
1031|134070
1032|134109
1033|134149
1034|134188
1035|134228
1036|134268
1037|134307
1038|134347
1039|134386
1040|134426
1041|134465
1042|134505
1043|134544
1044|134583
1045|134623
1046|134662
1047|134702
1048|134741
1049|134780
1050|134820
1051|134859
1052|134898
1053|134937
1054|134977
1055|135016
1056|135055
1057|135094
1058|135134
1059|135173
1060|135212
1061|135251
1062|135290
1063|135329
1064|135368
1065|135407
1066|135447
1067|135486
1068|135525
1069|135564
1070|135603
1071|135642
1072|135681
1073|135720
1074|135759
1075|135797
1076|135836
1077|135875
1078|135914
1079|135953
1080|135992
1081|136031
1082|136069
1083|136108
1084|136147
1085|136186
1086|136224
1087|136263
1088|136302
1089|136341
1090|136379
1091|136418
1092|136457
1093|136495
1094|136534
1095|136572
1096|136611
1097|136650
1098|136688
1099|136727
1100|136765
1101|136804
1102|136842
1103|136881
1104|136919
1105|136957
1106|136996
1107|137034
1108|137073
1109|137111
1110|137149
1111|137188
1112|137226
1113|137264
1114|137302
1115|137341
1116|137379
1117|137417
1118|137455
1119|137494
1120|137532
1121|137570
1122|137608
1123|137646
1124|137684
1125|137722
1126|137760
1127|137798
1128|137836
1129|137874
1130|137912
1131|137950
1132|137988
1133|138026
1134|138064
1135|138102
1136|138140
1137|138178
1138|138216
1139|138254
1140|138292
1141|138329
1142|138367
1143|138405
1144|138443
1145|138480
1146|138518
1147|138556
1148|138594
1149|138631
1150|138669
1151|138707
1152|138744
1153|138782
1154|138819
1155|138857
1156|138895
1157|138932
1158|138970
1159|139007
1160|139045
1161|139082
1162|139119
1163|139157
1164|139194
1165|139232
1166|139269
1167|139306
1168|139344
1169|139381
1170|139418
1171|139456
1172|139493
1173|139530
1174|139567
1175|139605
1176|139642
1177|139679
1178|139716
1179|139753
1180|139791
1181|139828
1182|139865
1183|139902
1184|139939
1185|139976
1186|140013
1187|140050
1188|140087
1189|140124
1190|140161
1191|140198
1192|140235
1193|140272
1194|140309
1195|140345
1196|140382
1197|140419
1198|140456
1199|140493
1200|140529
1201|140566
1202|140603
1203|140640
1204|140676
1205|140713
1206|140750
1207|140786
1208|140823
1209|140860
1210|140896
1211|140933
1212|140969
1213|141006
1214|141042
1215|141079
1216|141115
1217|141152
1218|141188
1219|141225
1220|141261
1221|141298
