second|count
0|32500
1|32515
2|32531
3|32547
4|32563
5|32579
6|32595
7|32611
8|32627
9|32643
10|32659
11|32675
12|32691
13|32707
14|32723
15|32739
16|32755
17|32771
18|32787
19|32803
20|32819
21|32835
22|32851
23|32867
24|32883
25|32899
26|32915
27|32931
28|32947
29|32963
30|32979
31|32995
32|33011
33|33027
34|33043
35|33059
36|33075
37|33091
38|33107
39|33123
40|33139
41|33155
42|33171
43|33187
44|33203
45|33219
46|33235
47|33251
48|33267
49|33283
50|33299
51|33315
52|33331
53|33347
54|33363
55|33379
56|33395
57|33411
58|33427
59|33443
60|33459
61|33475
62|33491
63|33507
64|33523
65|33539
66|33555
67|33571
68|33587
69|33603
70|33619
71|33635
72|33651
73|33667
74|33683
75|33699
76|33715
77|33731
78|33747
79|33763
80|33779
81|33795
82|33811
83|33827
84|33843
85|33859
86|33875
87|33891
88|33907
89|33923
90|33939
91|33955
92|33971
93|33987
94|34003
95|34019
96|34035
97|34051
98|34067
99|34083
100|34098
101|34114
102|34130
103|34146
104|34162
105|34178
106|34194
107|34210
108|34226
109|34242
110|34258
111|34274
112|34290
113|34306
114|34322
115|34338
116|34354
117|34370
118|34386
119|34402
120|34418
121|34434
122|34450
123|34466
124|34482
125|34498
126|34514
127|34530
128|34545
129|34561
130|34577
131|34593
132|34609
133|34625
134|34641
135|34657
136|34673
137|34689
138|34705
139|34721
140|34737
141|34753
142|34769
143|34785
144|34801
145|34817
146|34833
147|34848
148|34864
149|34880
150|34896
151|34912
152|34928
153|34944
154|34960
155|34976
156|34992
157|35008
158|35024
159|35040
160|35056
161|35072
162|35087
163|35103
164|35119
165|35135
166|35151
167|35167
168|35183
169|35199
170|35215
171|35231
172|35247
173|35263
174|35279
175|35294
176|35310
177|35326
178|35342
179|35358
180|35374
181|35390
182|35406
183|35422
184|35438
185|35454
186|35469
187|35485
188|35501
189|35517
190|35533
191|35549
192|35565
193|35581
194|35597
195|35613
196|35628
197|35644
198|35660
199|35676
200|35692
201|35708
