second|count
0|92500
1|92550
2|92601
3|92652
4|92703
5|92754
6|92805
7|92856
8|92907
9|92958
10|93009
11|93059
12|93110
13|93161
14|93212
15|93263
16|93314
17|93365
18|93416
19|93467
20|93518
21|93568
22|93619
23|93670
24|93721
25|93772
26|93823
27|93874
28|93925
29|93976
30|94027
31|94077
32|94128
33|94179
34|94230
35|94281
36|94332
37|94383
38|94434
39|94485
40|94536
41|94586
42|94637
43|94688
44|94739
45|94790
46|94841
47|94892
48|94943
49|94994
50|95044
51|95095
52|95146
53|95197
54|95248
55|95299
56|95350
57|95401
58|95451
59|95502
60|95553
61|95604
62|95655
63|95706
64|95757
65|95808
66|95858
67|95909
68|95960
69|96011
70|96062
71|96113
72|96164
73|96214
74|96265
75|96316
76|96367
77|96418
78|96469
79|96520
80|96570
81|96621
82|96672
83|96723
84|96774
85|96825
86|96876
87|96926
88|96977
89|97028
90|97079
91|97130
92|97181
93|97231
94|97282
95|97333
96|97384
97|97435
98|97486
99|97536
100|97587
101|97638
102|97689
103|97740
104|97790
105|97841
106|97892
107|97943
108|97994
109|98044
110|98095
111|98146
112|98197
113|98248
114|98298
115|98349
116|98400
117|98451
118|98502
119|98552
120|98603
121|98654
122|98705
123|98756
124|98806
125|98857
126|98908
127|98959
128|99009
129|99060
130|99111
131|99162
132|99212
133|99263
134|99314
135|99365
136|99415
137|99466
138|99517
139|99568
140|99618
141|99669
142|99720
143|99771
144|99821
145|99872
146|99923
147|99973
148|100024
149|100075
150|100126
151|100176
152|100227
153|100278
154|100328
155|100379
156|100430
157|100481
158|100531
159|100582
160|100633
161|100683
162|100734
163|100785
164|100835
165|100886
166|100937
167|100987
168|101038
169|101089
170|101139
171|101190
172|101241
173|101291
174|101342
175|101393
176|101443
177|101494
178|101544
179|101595
180|101646
181|101696
182|101747
183|101798
184|101848
185|101899
186|101949
187|102000
188|102051
189|102101
190|102152
191|102202
192|102253
193|102304
194|102354
195|102405
196|102455
197|102506
198|102557
199|102607
200|102658
201|102708
202|102759
203|102809
204|102860
205|102910
206|102961
207|103011
208|103062
209|103113
210|103163
211|103214
212|103264
213|103315
214|103365
215|103416
216|103466
217|103517
218|103567
219|103618
220|103668
221|103719
222|103769
223|103820
224|103870
225|103921
226|103971
227|104021
228|104072
229|104122
230|104173
231|104223
232|104274
233|104324
234|104375
235|104425
236|104475
237|104526
238|104576
239|104627
240|104677
241|104728
242|104778
243|104828
244|104879
245|104929
246|104980
247|105030
248|105080
249|105131
250|105181
251|105231
252|105282
253|105332
254|105382
255|105433
256|105483
257|105534
258|105584
259|105634
260|105684
261|105735
262|105785
263|105835
264|105886
265|105936
266|105986
267|106037
268|106087
269|106137
270|106188
271|106238
272|106288
273|106338
274|106389
275|106439
276|106489
277|106539
278|106590
279|106640
280|106690
281|106740
282|106791
283|106841
284|106891
285|106941
286|106991
287|107042
288|107092
289|107142
290|107192
291|107242
292|107292
293|107343
294|107393
295|107443
296|107493
297|107543
298|107593
299|107644
300|107694
301|107744
302|107794
303|107844
304|107894
305|107944
306|107994
307|108045
308|108095
309|108145
310|108195
311|108245
312|108295
313|108345
314|108395
315|108445
316|108495
317|108545
318|108595
319|108645
320|108695
321|108745
322|108795
323|108845
324|108895
325|108945
326|108995
327|109045
328|109095
329|109145
330|109195
331|109245
332|109295
333|109345
334|109395
335|109445
336|109495
337|109545
338|109595
339|109645
340|109695
341|109745
342|109795
343|109844
344|109894
345|109944
346|109994
347|110044
348|110094
349|110144
350|110194
351|110243
352|110293
353|110343
354|110393
355|110443
356|110493
357|110542
358|110592
359|110642
360|110692
361|110742
362|110791
363|110841
364|110891
365|110941
366|110990
367|111040
368|111090
369|111140
370|111189
371|111239
372|111289
373|111339
374|111388
375|111438
376|111488
377|111537
378|111587
379|111637
380|111686
381|111736
382|111786
383|111835
384|111885
385|111935
386|111984
387|112034
388|112084
389|112133
390|112183
391|112232
392|112282
393|112331
394|112381
395|112431
396|112480
397|112530
398|112579
399|112629
400|112678
401|112728
402|112777
403|112827
404|112876
405|112926
406|112975
407|113025
408|113074
409|113124
410|113173
411|113223
412|113272
413|113322
414|113371
415|113421
416|113470
417|113519
418|113569
419|113618
420|113668
421|113717
422|113766
423|113816
424|113865
425|113915
426|113964
427|114013
428|114063
429|114112
430|114161
431|114211
432|114260
433|114309
434|114358
435|114408
436|114457
437|114506
438|114556
439|114605
440|114654
441|114703
442|114753
443|114802
444|114851
445|114900
446|114949
447|114999
448|115048
449|115097
450|115146
451|115195
452|115244
453|115294
454|115343
455|115392
456|115441
457|115490
458|115539
459|115588
460|115637
461|115687
462|115736
463|115785
464|115834
465|115883
466|115932
467|115981
468|116030
469|116079
470|116128
471|116177
472|116226
473|116275
474|116324
475|116373
476|116422
477|116471
478|116520
479|116569
480|116618
481|116667
482|116716
483|116765
484|116813
485|116862
486|116911
487|116960
488|117009
489|117058
490|117107
491|117156
492|117204
493|117253
494|117302
495|117351
496|117400
497|117448
498|117497
499|117546
500|117595
501|117644
502|117692
503|117741
504|117790
505|117839
506|117887
507|117936
508|117985
509|118033
510|118082
511|118131
512|118179
513|118228
514|118277
515|118325
516|118374
517|118423
518|118471
519|118520
520|118568
521|118617
522|118666
523|118714
524|118763
525|118811
526|118860
527|118908
528|118957
529|119005
530|119054
531|119102
532|119151
533|119199
534|119248
535|119296
536|119345
537|119393
538|119442
539|119490
540|119538
541|119587
542|119635
543|119684
544|119732
545|119780
546|119829
547|119877
548|119926
549|119974
550|120022
551|120070
552|120119
553|120167
554|120215
555|120264
556|120312
557|120360
558|120408
559|120457
560|120505
561|120553
562|120601
563|120650
564|120698
565|120746
566|120794
567|120842
568|120890
569|120939
570|120987
571|121035
572|121083
573|121131
574|121179
575|121227
576|121275
577|121323
578|121371
579|121420
580|121468
581|121516
582|121564
583|121612
584|121660
585|121708
586|121756
587|121804
588|121852
589|121899
590|121947
591|121995
592|122043
593|122091
594|122139
595|122187
596|122235
597|122283
598|122331
599|122378
600|122426
601|122474
602|122522
603|122570
604|122618
605|122665
606|122713
607|122761
608|122809
609|122856
610|122904
611|122952
612|123000
613|123047
614|123095
615|123143
616|123190
617|123238
618|123286
619|123333
620|123381
621|123429
622|123476
623|123524
624|123571
625|123619
626|123667
627|123714
628|123762
629|123809
630|123857
631|123904
632|123952
633|123999
634|124047
635|124094
636|124142
637|124189
638|124237
639|124284
640|124331
641|124379
642|124426
643|124474
644|124521
645|124568
646|124616
647|124663
648|124710
649|124758
650|124805
651|124852
652|124900
653|124947
654|124994
655|125041
656|125089
657|125136
658|125183
659|125230
660|125278
661|125325
662|125372
663|125419
664|125466
665|125513
666|125561
667|125608
668|125655
669|125702
670|125749
671|125796
672|125843
673|125890
674|125937
675|125984
676|126031
677|126078
678|126125
679|126172
680|126219
681|126266
682|126313
683|126360
684|126407
685|126454
686|126501
687|126548
688|126595
689|126642
690|126688
691|126735
692|126782
693|126829
694|126876
695|126923
696|126969
697|127016
698|127063
699|127110
700|127156
701|127203
702|127250
703|127297
704|127343
705|127390
706|127437
707|127483
708|127530
709|127577
710|127623
711|127670
712|127717
713|127763
714|127810
715|127856
716|127903
717|127949
718|127996
719|128042
720|128089
721|128135
722|128182
723|128228
724|128275
725|128321
726|128368
727|128414
728|128461
729|128507
730|128553
731|128600
732|128646
733|128692
734|128739
735|128785
736|128831
737|128878
738|128924
739|128970
740|129017
741|129063
742|129109
743|129155
744|129202
745|129248
746|129294
747|129340
748|129386
749|129432
750|129479
751|129525
752|129571
753|129617
754|129663
755|129709
756|129755
757|129801
758|129847
759|129893
760|129939
761|129985
762|130031
763|130077
764|130123
765|130169
766|130215
767|130261
768|130307
769|130353
770|130399
771|130445
772|130491
773|130536
774|130582
775|130628
776|130674
777|130720
778|130765
779|130811
780|130857
781|130903
782|130948
783|130994
784|131040
785|131086
786|131131
787|131177
788|131223
789|131268
790|131314
791|131359
792|131405
793|131451
794|131496
795|131542
796|131587
797|131633
798|131678
799|131724
800|131769
801|131815
802|131860
803|131906
804|131951
805|131997
806|132042
807|132088
808|132133
809|132178
810|132224
811|132269
812|132314
813|132360
814|132405
815|132450
816|132496
817|132541
818|132586
819|132631
820|132677
821|132722
822|132767
823|132812
824|132857
825|132903
826|132948
827|132993
828|133038
829|133083
830|133128
831|133173
832|133218
833|133263
834|133308
835|133353
836|133398
837|133443
838|133488
839|133533
840|133578
841|133623
842|133668
843|133713
844|133758
845|133803
846|133848
847|133893
848|133937
849|133982
850|134027
851|134072
852|134117
853|134161
854|134206
855|134251
856|134296
