second|count
0|67500
1|67536
2|67572
3|67609
4|67645
5|67681
6|67718
7|67754
8|67790
9|67827
10|67863
11|67899
12|67936
13|67972
14|68009
15|68045
16|68081
17|68118
18|68154
19|68190
20|68227
21|68263
22|68299
23|68336
24|68372
25|68408
26|68445
27|68481
28|68518
29|68554
30|68590
31|68627
32|68663
33|68699
34|68736
35|68772
36|68808
37|68845
38|68881
39|68917
40|68954
41|68990
42|69027
43|69063
44|69099
45|69136
46|69172
47|69208
48|69245
49|69281
50|69317
51|69354
52|69390
53|69426
54|69463
55|69499
56|69535
57|69572
58|69608
59|69644
60|69681
61|69717
62|69753
63|69790
64|69826
65|69862
66|69899
67|69935
68|69971
69|70008
70|70044
71|70080
72|70117
73|70153
74|70189
75|70226
76|70262
77|70298
78|70335
79|70371
80|70407
81|70444
82|70480
83|70516
84|70553
85|70589
86|70625
87|70662
88|70698
89|70734
90|70770
91|70807
92|70843
93|70879
94|70916
95|70952
96|70988
97|71025
98|71061
99|71097
100|71134
101|71170
102|71206
103|71242
104|71279
105|71315
106|71351
107|71388
108|71424
109|71460
110|71496
111|71533
112|71569
113|71605
114|71642
115|71678
116|71714
117|71750
118|71787
119|71823
120|71859
121|71896
122|71932
123|71968
124|72004
125|72041
126|72077
127|72113
128|72149
129|72186
130|72222
131|72258
132|72294
133|72331
134|72367
135|72403
136|72439
137|72476
138|72512
139|72548
140|72584
141|72621
142|72657
143|72693
144|72729
145|72766
146|72802
147|72838
148|72874
149|72911
150|72947
151|72983
152|73019
153|73055
154|73092
155|73128
156|73164
157|73200
158|73236
159|73273
160|73309
161|73345
162|73381
163|73417
164|73454
165|73490
166|73526
167|73562
168|73598
169|73635
170|73671
171|73707
172|73743
173|73779
174|73816
175|73852
176|73888
177|73924
178|73960
179|73996
180|74033
181|74069
182|74105
183|74141
184|74177
185|74213
186|74249
187|74286
188|74322
189|74358
190|74394
191|74430
192|74466
193|74502
194|74539
195|74575
196|74611
197|74647
198|74683
199|74719
200|74755
201|74791
202|74828
203|74864
204|74900
205|74936
206|74972
207|75008
208|75044
209|75080
210|75116
211|75152
212|75189
213|75225
214|75261
215|75297
216|75333
217|75369
218|75405
219|75441
220|75477
221|75513
222|75549
223|75585
224|75621
225|75657
226|75693
227|75729
228|75766
229|75802
230|75838
231|75874
232|75910
233|75946
234|75982
235|76018
236|76054
237|76090
238|76126
239|76162
240|76198
241|76234
242|76270
243|76306
244|76342
245|76378
246|76414
247|76450
248|76486
249|76522
250|76558
251|76594
252|76630
253|76666
254|76702
255|76738
256|76774
257|76810
258|76845
259|76881
260|76917
261|76953
262|76989
263|77025
264|77061
265|77097
266|77133
267|77169
268|77205
269|77241
270|77277
271|77313
272|77348
273|77384
274|77420
275|77456
276|77492
277|77528
278|77564
279|77600
280|77636
281|77671
282|77707
283|77743
284|77779
285|77815
286|77851
287|77887
288|77923
289|77958
290|77994
291|78030
292|78066
293|78102
294|78138
295|78173
296|78209
297|78245
298|78281
299|78317
300|78353
301|78388
302|78424
303|78460
304|78496
305|78532
306|78567
307|78603
308|78639
309|78675
310|78710
311|78746
312|78782
313|78818
314|78853
315|78889
316|78925
317|78961
318|78996
319|79032
320|79068
321|79104
322|79139
323|79175
324|79211
325|79247
326|79282
327|79318
328|79354
329|79389
330|79425
331|79461
332|79496
333|79532
334|79568
335|79603
336|79639
337|79675
338|79710
339|79746
340|79782
341|79817
342|79853
343|79889
344|79924
345|79960
346|79996
347|80031
348|80067
349|80102
350|80138
351|80174
352|80209
353|80245
354|80281
355|80316
356|80352
357|80387
358|80423
359|80458
360|80494
361|80530
362|80565
363|80601
364|80636
365|80672
366|80707
367|80743
368|80778
369|80814
370|80849
371|80885
372|80920
373|80956
374|80991
375|81027
376|81062
377|81098
378|81133
379|81169
380|81204
381|81240
382|81275
383|81311
384|81346
385|81382
386|81417
387|81453
388|81488
389|81524
390|81559
391|81594
392|81630
393|81665
394|81701
395|81736
396|81771
397|81807
398|81842
399|81878
400|81913
401|81948
402|81984
403|82019
404|82054
405|82090
406|82125
407|82161
408|82196
409|82231
410|82267
411|82302
412|82337
413|82373
414|82408
415|82443
416|82478
417|82514
418|82549
419|82584
420|82620
421|82655
422|82690
423|82725
424|82761
425|82796
426|82831
427|82866
428|82902
429|82937
430|82972
431|83007
432|83043
433|83078
434|83113
435|83148
436|83183
437|83219
438|83254
439|83289
440|83324
441|83359
442|83395
443|83430
444|83465
445|83500
446|83535
447|83570
448|83605
449|83641
450|83676
451|83711
452|83746
453|83781
454|83816
455|83851
456|83886
457|83921
458|83956
459|83992
460|84027
461|84062
462|84097
463|84132
464|84167
465|84202
466|84237
467|84272
468|84307
469|84342
470|84377
471|84412
472|84447
473|84482
474|84517
475|84552
476|84587
477|84622
478|84657
479|84692
480|84727
481|84762
482|84797
483|84832
484|84867
485|84902
486|84936
487|84971
488|85006
489|85041
490|85076
491|85111
492|85146
493|85181
494|85216
495|85250
496|85285
497|85320
498|85355
499|85390
500|85425
501|85460
502|85494
503|85529
504|85564
505|85599
506|85634
507|85668
508|85703
509|85738
510|85773
511|85808
512|85842
513|85877
514|85912
515|85947
516|85981
517|86016
518|86051
519|86085
520|86120
521|86155
522|86190
523|86224
524|86259
525|86294
526|86328
527|86363
528|86398
529|86432
530|86467
531|86502
532|86536
533|86571
534|86605
535|86640
536|86675
537|86709
538|86744
539|86778
540|86813
541|86848
542|86882
543|86917
544|86951
545|86986
546|87020
547|87055
548|87090
549|87124
550|87159
551|87193
552|87228
553|87262
554|87297
555|87331
556|87366
557|87400
558|87434
559|87469
560|87503
561|87538
562|87572
563|87607
564|87641
565|87676
566|87710
567|87744
568|87779
569|87813
570|87848
571|87882
572|87916
573|87951
574|87985
575|88019
576|88054
577|88088
578|88122
579|88157
580|88191
581|88225
582|88260
583|88294
584|88328
585|88362
586|88397
587|88431
588|88465
589|88499
590|88534
591|88568
592|88602
593|88636
594|88671
595|88705
596|88739
597|88773
598|88807
599|88842
600|88876
601|88910
602|88944
603|88978
604|89012
605|89047
606|89081
607|89115
608|89149
609|89183
610|89217
611|89251
612|89285
613|89319
614|89353
615|89387
616|89422
617|89456
618|89490
619|89524
620|89558
621|89592
622|89626
623|89660
624|89694
625|89728
626|89762
627|89796
628|89830
629|89864
630|89897
631|89931
632|89965
633|89999
634|90033
635|90067
636|90101
637|90135
638|90169
639|90203
640|90237
641|90270
642|90304
643|90338
644|90372
645|90406
646|90440
647|90473
648|90507
649|90541
650|90575
651|90609
652|90642
653|90676
654|90710
655|90744
656|90777
657|90811
658|90845
659|90879
660|90912
661|90946
662|90980
663|91014
664|91047
665|91081
666|91115
667|91148
668|91182
669|91216
670|91249
671|91283
672|91316
673|91350
674|91384
675|91417
676|91451
677|91484
678|91518
679|91552
680|91585
681|91619
682|91652
683|91686
684|91719
685|91753
686|91786
687|91820
688|91853
689|91887
690|91920
691|91954
692|91987
693|92021
694|92054
695|92087
696|92121
697|92154
698|92188
699|92221
700|92254
701|92288
702|92321
703|92355
704|92388
705|92421
706|92455
707|92488
708|92521
709|92555
710|92588
711|92621
712|92655
713|92688
714|92721
715|92754
716|92788
717|92821
718|92854
719|92887
720|92921
721|92954
722|92987
723|93020
724|93053
725|93087
726|93120
727|93153
728|93186
729|93219
730|93252
731|93285
732|93319
733|93352
734|93385
735|93418
736|93451
737|93484
738|93517
739|93550
740|93583
741|93616
742|93649
743|93682
744|93715
745|93748
746|93781
747|93814
748|93847
749|93880
750|93913
751|93946
752|93979
753|94012
754|94045
755|94078
756|94111
757|94144
758|94176
759|94209
760|94242
761|94275
762|94308
763|94341
764|94374
765|94406
766|94439
767|94472
768|94505
769|94538
770|94570
771|94603
772|94636
773|94669
774|94701
775|94734
776|94767
777|94800
778|94832
779|94865
780|94898
781|94930
782|94963
783|94996
784|95028
785|95061
786|95094
787|95126
788|95159
789|95191
790|95224
791|95257
792|95289
793|95322
794|95354
795|95387
796|95419
797|95452
798|95484
799|95517
800|95549
801|95582
802|95614
803|95647
804|95679
805|95712
806|95744
807|95777
808|95809
809|95842
810|95874
811|95906
812|95939
813|95971
814|96003
815|96036
816|96068
817|96100
818|96133
819|96165
820|96197
821|96230
822|96262
823|96294
824|96327
825|96359
826|96391
827|96423
828|96456
829|96488
830|96520
831|96552
832|96584
833|96616
834|96649
835|96681
836|96713
837|96745
838|96777
839|96809
840|96841
841|96874
842|96906
843|96938
844|96970
845|97002
846|97034
847|97066
848|97098
849|97130
850|97162
851|97194
852|97226
853|97258
854|97290
855|97322
856|97354
857|97386
858|97418
859|97450
860|97482
861|97513
862|97545
863|97577
864|97609
865|97641
866|97673
867|97705
868|97736
869|97768
870|97800
871|97832
872|97864
873|97895
874|97927
875|97959
876|97991
877|98022
878|98054
879|98086
880|98118
881|98149
882|98181
883|98213
884|98244
885|98276
886|98308
887|98339
888|98371
889|98402
890|98434
891|98466
892|98497
893|98529
894|98560
895|98592
896|98623
897|98655
898|98686
899|98718
900|98750
901|98781
902|98812
903|98844
904|98875
905|98907
906|98938
907|98970
908|99001
909|99032
910|99064
911|99095
912|99127
913|99158
914|99189
915|99221
916|99252
917|99283
918|99315
919|99346
920|99377
921|99408
922|99440
923|99471
924|99502
925|99533
926|99565
927|99596
928|99627
929|99658
930|99689
931|99721
932|99752
933|99783
934|99814
935|99845
936|99876
937|99907
938|99938
939|99969
940|100001
941|100032
942|100063
943|100094
944|100125
945|100156
946|100187
947|100218
948|100249
949|100280
950|100311
951|100341
952|100372
953|100403
954|100434
955|100465
956|100496
957|100527
958|100558
959|100589
960|100619
961|100650
962|100681
963|100712
964|100743
965|100773
966|100804
967|100835
968|100866
969|100897
970|100927
971|100958
972|100989
973|101019
974|101050
975|101081
976|101111
977|101142
978|101173
979|101203
980|101234
981|101265
982|101295
983|101326
984|101356
985|101387
986|101417
987|101448
988|101478
989|101509
990|101539
991|101570
992|101600
993|101631
994|101661
995|101692
996|101722
997|101753
998|101783
999|101813
1000|101844
1001|101874
1002|101905
1003|101935
1004|101965
1005|101996
1006|102026
1007|102056
1008|102086
1009|102117
1010|102147
1011|102177
1012|102208
1013|102238
1014|102268
1015|102298
1016|102328
1017|102359
1018|102389
1019|102419
1020|102449
1021|102479
1022|102509
1023|102539
1024|102570
1025|102600
1026|102630
1027|102660
1028|102690
1029|102720
1030|102750
1031|102780
1032|102810
1033|102840
1034|102870
1035|102900
1036|102930
1037|102960
1038|102990
1039|103020
1040|103050
1041|103079
1042|103109
1043|103139
1044|103169
1045|103199
1046|103229
1047|103259
1048|103288
1049|103318
1050|103348
1051|103378
1052|103408
1053|103437
1054|103467
1055|103497
1056|103527
1057|103556
1058|103586
1059|103616
1060|103645
1061|103675
1062|103705
1063|103734
1064|103764
1065|103793
1066|103823
1067|103853
1068|103882
1069|103912
1070|103941
1071|103971
1072|104000
1073|104030
1074|104059
1075|104089
1076|104118
1077|104148
1078|104177
1079|104207
1080|104236
1081|104265
1082|104295
1083|104324
1084|104354
1085|104383
