second|count
0|72500
1|72539
2|72578
3|72617
4|72657
5|72696
6|72735
7|72774
8|72814
9|72853
10|72892
11|72931
12|72971
13|73010
14|73049
15|73089
16|73128
17|73167
18|73206
19|73246
20|73285
21|73324
22|73363
23|73403
24|73442
25|73481
26|73520
27|73560
28|73599
29|73638
30|73678
31|73717
32|73756
33|73795
34|73835
35|73874
36|73913
37|73952
38|73992
39|74031
40|74070
41|74109
42|74149
43|74188
44|74227
45|74266
46|74306
47|74345
48|74384
49|74423
50|74463
51|74502
52|74541
53|74580
54|74620
55|74659
56|74698
57|74737
58|74777
59|74816
60|74855
61|74894
62|74934
63|74973
64|75012
65|75051
66|75091
67|75130
68|75169
69|75208
70|75248
71|75287
72|75326
73|75365
74|75405
75|75444
76|75483
77|75522
78|75562
79|75601
80|75640
81|75679
82|75718
83|75758
84|75797
85|75836
86|75875
87|75915
88|75954
89|75993
90|76032
91|76071
92|76111
93|76150
94|76189
95|76228
96|76267
97|76307
98|76346
99|76385
100|76424
101|76463
102|76503
103|76542
104|76581
105|76620
106|76659
107|76699
108|76738
109|76777
110|76816
111|76855
112|76895
113|76934
114|76973
115|77012
116|77051
117|77091
118|77130
119|77169
120|77208
121|77247
122|77286
123|77326
124|77365
125|77404
126|77443
127|77482
128|77521
129|77561
130|77600
131|77639
132|77678
133|77717
134|77756
135|77795
136|77835
137|77874
138|77913
139|77952
140|77991
141|78030
142|78069
143|78109
144|78148
145|78187
146|78226
147|78265
148|78304
149|78343
150|78383
151|78422
152|78461
153|78500
154|78539
155|78578
156|78617
157|78656
158|78695
159|78735
160|78774
161|78813
162|78852
163|78891
164|78930
165|78969
166|79008
167|79047
168|79086
169|79125
170|79165
171|79204
172|79243
173|79282
174|79321
175|79360
176|79399
177|79438
178|79477
179|79516
180|79555
181|79594
182|79633
183|79672
184|79711
185|79750
186|79789
187|79828
188|79868
189|79907
190|79946
191|79985
192|80024
193|80063
194|80102
195|80141
196|80180
197|80219
198|80258
199|80297
200|80336
201|80375
202|80414
203|80453
204|80492
205|80531
206|80570
207|80609
208|80648
209|80687
210|80726
211|80765
212|80804
213|80843
214|80882
215|80921
216|80959
217|80998
218|81037
219|81076
220|81115
221|81154
222|81193
223|81232
224|81271
225|81310
226|81349
227|81388
228|81427
229|81466
230|81505
231|81544
232|81582
233|81621
234|81660
235|81699
236|81738
237|81777
238|81816
239|81855
240|81894
241|81933
242|81971
243|82010
244|82049
245|82088
246|82127
247|82166
248|82205
249|82244
250|82282
251|82321
252|82360
253|82399
254|82438
255|82477
256|82515
257|82554
258|82593
259|82632
260|82671
261|82710
262|82748
263|82787
264|82826
265|82865
266|82904
267|82942
268|82981
269|83020
270|83059
271|83098
272|83136
273|83175
274|83214
275|83253
276|83291
277|83330
278|83369
279|83408
280|83447
281|83485
282|83524
283|83563
284|83601
285|83640
286|83679
287|83718
288|83756
289|83795
290|83834
291|83873
292|83911
293|83950
294|83989
295|84027
296|84066
297|84105
298|84143
299|84182
300|84221
301|84259
302|84298
303|84337
304|84375
305|84414
306|84453
307|84491
308|84530
309|84569
310|84607
311|84646
312|84685
313|84723
314|84762
315|84800
316|84839
317|84878
318|84916
319|84955
320|84993
321|85032
322|85071
323|85109
324|85148
325|85186
326|85225
327|85263
328|85302
329|85341
330|85379
331|85418
332|85456
333|85495
334|85533
335|85572
336|85610
337|85649
338|85687
339|85726
340|85764
341|85803
342|85841
343|85880
344|85918
345|85957
346|85995
347|86034
348|86072
349|86111
350|86149
351|86188
352|86226
353|86265
354|86303
355|86341
356|86380
357|86418
358|86457
359|86495
360|86534
361|86572
362|86610
363|86649
364|86687
365|86726
366|86764
367|86802
368|86841
369|86879
370|86917
371|86956
372|86994
373|87032
374|87071
375|87109
376|87148
377|87186
378|87224
379|87262
380|87301
381|87339
382|87377
383|87416
