second|adCount
0|80000
1|80000
2|80000
3|80000
4|80000
5|80000
6|80000
7|80000
8|80000
9|80000
10|80000
11|80000
12|80000
13|80000
14|80000
15|80000
16|80000
17|80000
18|80000
19|80000
20|80000
21|80000
22|80000
23|80000
24|80000
25|80000
26|80000
27|80000
28|80000
29|80000
30|80000
31|80000
32|80000
33|80000
34|80000
35|80000
36|80000
37|80000
38|80000
39|80000
40|80000
41|80000
42|80000
43|80000
44|80000
45|80000
46|80000
47|80000
48|80000
49|80000
50|80000
51|80000
52|80000
53|80000
54|80000
55|80000
56|80000
57|80000
58|80000
59|80000
60|80000
61|80000
62|80000
63|80000
64|80000
65|80000
66|80000
67|80000
68|80000
69|80000
70|80000
71|80000
72|80000
73|80000
74|80000
75|80000
76|80000
77|80000
78|80000
79|80000
80|80000
81|80000
82|80000
83|80000
84|80000
85|80000
86|80000
87|80000
88|80000
89|80000
90|80000
91|80000
92|80000
93|80000
94|80000
95|80000
96|80000
97|80000
98|80000
99|80000
100|80000
101|80000
102|80000
103|80000
104|80000
105|80000
106|80000
107|80000
108|80000
109|80000
110|80000
111|80000
112|80000
113|80000
114|80000
115|80000
116|80000
117|80000
118|80000
119|80000
120|80000
121|80000
122|80000
123|80000
124|80000
125|80000
126|80000
127|80000
128|80000
129|80000
130|80000
131|80000
132|80000
133|80000
134|80000
135|80000
136|80000
137|80000
138|80000
139|80000
140|80000
141|80000
142|80000
143|80000
144|80000
145|80000
146|80000
147|80000
148|80000
149|80000
150|80000
151|80000
152|80000
153|80000
154|80000
155|80000
156|80000
157|80000
158|80000
159|80000
160|80000
161|80000
162|80000
163|80000
164|80000
165|80000
166|80000
167|80000
168|80000
169|80000
170|80000
171|80000
172|80000
173|80000
174|80000
175|80000
176|80000
177|80000
178|80000
179|80000
180|80000
181|80000
182|80000
183|80000
184|80000
185|80000
186|80000
187|80000
188|80000
189|80000
190|80000
191|80000
192|80000
193|80000
194|80000
195|80000
196|80000
197|80000
198|80000
199|80000
200|80000
201|80000
202|80000
203|80000
204|80000
205|80000
206|80000
207|80000
208|80000
209|80000
210|80000
211|80000
212|80000
213|80000
214|80000
215|80000
216|80000
217|80000
218|80000
219|80000
220|80000
221|80000
222|80000
223|80000
224|80000
225|80000
226|80000
227|80000
228|80000
229|80000
230|80000
231|80000
232|80000
233|80000
234|80000
235|80000
236|80000
237|80000
238|80000
239|80000
240|80000
241|80000
242|80000
243|80000
244|80000
245|80000
246|80000
247|80000
248|80000
249|80000
250|80000
251|80000
252|80000
253|80000
254|80000
255|80000
256|80000
257|80000
258|80000
259|80000
260|80000
261|80000
262|80000
263|80000
264|80000
265|80000
266|80000
267|80000
268|80000
269|80000
270|80000
271|80000
272|80000
273|80000
274|80000
275|80000
276|80000
277|80000
278|80000
279|80000
280|80000
281|80000
282|80000
283|80000
284|80000
285|80000
286|80000
287|80000
288|80000
289|80000
290|80000
291|80000
292|80000
293|80000
294|80000
295|80000
296|80000
297|80000
298|80000
299|80000
300|80000
301|80000
302|80000
303|80000
304|80000
305|80000
306|80000
307|80000
308|80000
309|80000
310|80000
311|80000
312|80000
313|80000
314|80000
315|80000
316|80000
317|80000
318|80000
319|80000
320|80000
321|80000
322|80000
323|80000
324|80000
325|80000
326|80000
327|80000
328|80000
329|80000
330|80000
331|80000
332|80000
333|80000
334|80000
335|80000
336|80000
337|80000
338|80000
339|80000
340|80000
341|80000
342|80000
343|80000
344|80000
345|80000
346|80000
347|80000
348|80000
349|80000
350|80000
351|80000
352|80000
353|80000
354|80000
355|80000
356|80000
357|80000
358|80000
359|80000
360|80000
361|80000
362|80000
363|80000
364|80000
365|80000
366|80000
367|80000
368|80000
369|80000
370|80000
371|80000
372|80000
373|80000
374|80000
375|80000
376|80000
377|80000
378|80000
379|80000
380|80000
381|80000
382|80000
383|80000
384|80000
385|80000
386|80000
387|80000
388|80000
389|80000
390|80000
391|80000
392|80000
393|80000
394|80000
395|80000
396|80000
397|80000
398|80000
399|80000
400|80000
401|80000
402|80000
403|80000
404|80000
405|80000
406|80000
407|80000
408|80000
409|80000
410|80000
411|80000
412|80000
413|80000
414|80000
415|80000
416|80000
417|80000
418|80000
419|80000
420|80000
421|80000
422|80000
423|80000
424|80000
425|80000
426|80000
427|80000
428|80000
429|80000
430|80000
431|80000
432|80000
433|80000
434|80000
435|80000
436|80000
437|80000
438|80000
439|80000
440|80000
441|80000
442|80000
443|80000
444|80000
445|80000
446|80000
447|80000
448|80000
449|80000
450|80000
451|80000
452|80000
453|80000
454|80000
455|80000
456|80000
457|80000
458|80000
459|80000
460|80000
461|80000
462|80000
463|80000
464|80000
465|80000
466|80000
467|80000
468|80000
469|80000
470|80000
471|80000
472|80000
473|80000
474|80000
475|80000
476|80000
477|80000
478|80000
479|80000
480|80000
481|80000
482|80000
483|80000
484|80000
